bug_id,creation_date,product_name,component_name,environment,severity_rating,priority,target_role,escalation_level,confidence_score
GMF-RUNTIME-152644,02/08/2006,Other,General,unknown,3,low,Software Developer,Same-day review,0.444881393247598
PLATFORM-315765,04/06/2010,PLATFORM,Releng,unknown,2,low,Software Developer,Standard queue,0.4780198142633431
COMMUNITY-185013,01/05/2007,COMMUNITY,Website,unknown,2,low,Software Developer,Standard queue,0.7546571951102388
JUBULA-374064,13/03/2012,Other,UI,unknown,2,low,Frontend Developer,Standard queue,0.4333463821745305
PLATFORM-337240,15/02/2011,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.5128309808587979
JDT-45193,20/10/2003,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.46632283722934204
PLATFORM-42160,27/08/2003,PLATFORM,Update  (deprecated - use RT>Equinox>p2),unknown,2,low,Software Developer,Standard queue,0.44312471460972214
MYLYN-226056,07/04/2008,MYLYN,Tasks,unknown,2,low,Software Developer,Standard queue,0.5954585348720371
TRACECOMPASS-476129,28/08/2015,Other,TMF,unknown,2,low,Software Developer,Standard queue,0.5574222161104726
ORION-515271,13/04/2017,ORION,Deployment,unknown,2,low,DevOps Engineer,Standard queue,0.4639656935969595
PDT-210150,16/11/2007,PDT,Website,unknown,2,low,Software Developer,Standard queue,0.47327225013037344
BIRT-106434,09/08/2005,BIRT,Report,unknown,1,low,Software Developer,Standard queue,0.4668584470469982
Z_ARCHIVED-221585,05/03/2008,Z_ARCHIVED,Higgins,unknown,2,low,Software Developer,Standard queue,0.5584216968033335
CDT-239464,03/07/2008,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.5284297513195197
WTP_WEBSERVICES-509094,12/12/2016,Other,wst.ws,unknown,2,low,Software Developer,Standard queue,0.45852529542961373
BIRT-250889,15/10/2008,BIRT,Data,unknown,2,low,Software Developer,Standard queue,0.5052977651794195
JDT-14588,25/04/2002,JDT,Core,unknown,1,low,Backend Developer,Standard queue,0.6737148594299218
DATA_TOOLS-220429,26/02/2008,DATA_TOOLS,SQL Editor Framework,unknown,3,low,Database Engineer,Same-day review,0.4807661590566372
MYLYN-240762,15/07/2008,MYLYN,Tasks,unknown,2,low,Software Developer,Standard queue,0.5116632098437565
SUBVERSIVE-243914,12/08/2008,Other,Core,unknown,3,low,Backend Developer,Same-day review,0.43974591425500714
CDT-103226,08/07/2005,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.5424386800044907
PDT-208695,04/11/2007,PDT,Debugger,unknown,3,low,Systems Developer,Same-day review,0.7924685097880504
PDE-124672,20/01/2006,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.4605491786680118
RAP-261453,19/01/2009,RAP,RWT,unknown,2,low,Software Developer,Standard queue,0.4842529344633213
PAPYRUS-484011,09/12/2015,PAPYRUS,Others,unknown,2,low,Software Developer,Standard queue,0.4651429920523925
PLATFORM-127407,12/02/2006,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.4390329994916723
Z_ARCHIVED-292353,15/10/2009,Z_ARCHIVED,Buckminster,unknown,2,low,Software Developer,Standard queue,0.48048691653252346
EQUINOX-188369,22/05/2007,EQUINOX,Compendium,unknown,3,low,Systems Developer,Same-day review,0.6402465580283596
Z_ARCHIVED-228514,23/04/2008,Z_ARCHIVED,Cosmos,unknown,2,low,Software Developer,Standard queue,0.5058232749630478
Z_ARCHIVED-60483,29/04/2004,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.45541267055887813
COMMUNITY-119541,06/12/2005,COMMUNITY,Bugzilla,unknown,2,low,Software Developer,Standard queue,0.47363198338226153
PLATFORM-248728,26/09/2008,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.4856192690097685
COMMUNITY-393943,08/11/2012,COMMUNITY,Git,unknown,2,low,Software Developer,Standard queue,0.4845114463629886
BIRT-245473,27/08/2008,BIRT,Chart,unknown,2,low,Software Developer,Standard queue,0.4823909359792429
JDT-68233,22/06/2004,JDT,Debug,unknown,2,low,Software Developer,Standard queue,0.6785621223034232
JUBULA-368231,10/01/2012,Other,UI,unknown,2,low,Frontend Developer,Standard queue,0.4513266262470835
PLATFORM-229162,28/04/2008,PLATFORM,Releng,unknown,2,low,Software Developer,Standard queue,0.6197773601868345
EPF-143107,22/05/2006,EPF,Tool,unknown,2,low,Software Developer,Standard queue,0.46497576398815443
Z_ARCHIVED-216352,23/01/2008,Z_ARCHIVED,Cosmos,unknown,2,low,Software Developer,Standard queue,0.44181276836637384
Z_ARCHIVED-62476,17/05/2004,Z_ARCHIVED,VE,unknown,2,low,Software Developer,Standard queue,0.7671045664956547
JDT-73295,05/09/2004,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.6792000529563917
GMF-RUNTIME-313921,21/05/2010,Other,General,unknown,3,low,Software Developer,Same-day review,0.8009305374130284
BIRT-153723,14/08/2006,BIRT,Report Designer,unknown,3,low,Systems Developer,Same-day review,0.6795864074945253
BIRT-164606,15/11/2006,BIRT,Report Engine,unknown,2,low,Software Developer,Standard queue,0.46355942247965604
EQUINOX-225907,06/04/2008,EQUINOX,Compendium,unknown,2,low,Software Developer,Standard queue,0.4450739789562804
BIRT-136067,11/04/2006,BIRT,Report Designer,unknown,3,low,Systems Developer,Same-day review,0.4793212892040502
PLATFORM-21062,27/06/2002,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.4726392132890116
RTSC-459949,14/02/2015,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.43541939476505875
LINUX_TOOLS-360112,06/10/2011,LINUX_TOOLS,LTTng,unknown,2,low,Software Developer,Standard queue,0.48501177752670166
DATA_TOOLS-198769,03/08/2007,DATA_TOOLS,Connectivity,unknown,3,low,Systems Developer,Same-day review,0.48482058945391615
PLATFORM-7453,10/01/2002,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.4611634961249042
MYLYN-146381,10/06/2006,MYLYN,Bugzilla,unknown,3,low,Systems Developer,Same-day review,0.43619518558385195
RAP-294155,03/11/2009,RAP,RWT,unknown,3,low,Systems Developer,Same-day review,0.44201210974928684
PLATFORM-317309,18/06/2010,PLATFORM,Releng,unknown,2,low,Software Developer,Standard queue,0.45392213586731217
PDT-169752,06/01/2007,PDT,Editor,unknown,2,low,Software Developer,Standard queue,0.5223345143682103
WTP_SERVERTOOLS-129686,27/02/2006,Other,jst.server,unknown,2,low,Backend Developer,Standard queue,0.464351329992151
PAPYRUS-495545,06/06/2016,PAPYRUS,Others,unknown,2,low,Software Developer,Standard queue,0.480797347069174
CDT-372009,20/02/2012,CDT,cdt-codan,unknown,2,low,Software Developer,Standard queue,0.4827152318415248
JDT-8201,23/01/2002,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.45312013794927897
BIRT-135467,07/04/2006,BIRT,Data,unknown,3,low,Systems Developer,Same-day review,0.6395687476516502
PLATFORM-31368,07/02/2003,PLATFORM,User Assistance,unknown,2,low,Software Developer,Standard queue,0.4827637754757068
WTP_SOURCE_EDITING-326062,23/09/2010,WTP_SOURCE_EDITING,jst.jsp,unknown,2,low,Software Developer,Standard queue,0.5249901707339913
PDE-167649,12/12/2006,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.442677181435838
COMMUNITY-515916,27/04/2017,COMMUNITY,GitHub,unknown,2,low,Software Developer,Standard queue,0.48521187382518216
BIRT-117615,22/11/2005,BIRT,Data Access,unknown,2,low,Software Developer,Standard queue,0.5947427967490222
PLATFORM-494088,19/05/2016,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.4710336907806611
TMF-461335,03/03/2015,TMF,Xtext,unknown,2,low,Software Developer,Standard queue,0.48127562367246657
Z_ARCHIVED-194644,27/06/2007,Z_ARCHIVED,Cosmos,unknown,2,low,Software Developer,Standard queue,0.48568507372545383
DIRIGIBLE-486730,28/01/2016,Other,repository-local,unknown,3,low,Systems Developer,Same-day review,0.6196064031883993
DALI_JPA_TOOLS-313220,17/05/2010,Other,JPA,unknown,2,low,Software Developer,Standard queue,0.45540533782021997
RAP-413453,22/07/2013,RAP,RWT,unknown,2,low,Software Developer,Standard queue,0.46260801894287584
CDT-36701,21/04/2003,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.4719414492429588
PLATFORM-132853,22/03/2006,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.4434548870223299
ASPECTJ-90827,08/04/2005,Other,Compiler,unknown,2,low,Systems Developer,Standard queue,0.7104619650694011
ECP-469856,10/06/2015,Other,EMF Forms,unknown,2,low,Software Developer,Standard queue,0.43295395378235196
BIRT-187501,17/05/2007,BIRT,Report,unknown,2,low,Software Developer,Standard queue,0.4711600498076366
JDT-154936,23/08/2006,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.44575472149117223
EQUINOX-188075,21/05/2007,EQUINOX,Framework,unknown,3,low,Systems Developer,Same-day review,0.47071499933481364
TMF-314978,29/05/2010,TMF,Xtext,unknown,2,low,Software Developer,Standard queue,0.4441510278292302
Z_ARCHIVED-67549,16/06/2004,Z_ARCHIVED,Hyades,unknown,3,low,Systems Developer,Same-day review,0.45641197346548834
ECF-408517,20/05/2013,Other,ecf.remoteserviceadmin,unknown,3,low,Backend Developer,Same-day review,0.4816080041475717
Z_ARCHIVED-84441,04/02/2005,Z_ARCHIVED,Hyades,unknown,3,low,Systems Developer,Same-day review,0.5702437598762236
PDT-174400,15/02/2007,PDT,Code Assist,unknown,2,low,Software Developer,Standard queue,0.4779243517770446
CDT-228997,26/04/2008,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.46688218297030937
PDE-92999,27/04/2005,PDE,UI,unknown,3,low,Frontend Developer,Same-day review,0.5806772189843792
JETTY-369120,19/01/2012,JETTY,server,unknown,2,low,Backend Developer,Standard queue,0.4690576981152591
PLATFORM-222936,17/03/2008,PLATFORM,Update  (deprecated - use RT>Equinox>p2),unknown,2,low,Software Developer,Standard queue,0.44410382970684986
PLATFORM-465504,26/04/2015,PLATFORM,UI,unknown,1,low,Frontend Developer,Standard queue,0.6221131302011231
PAPYRUS-RT-469389,04/06/2015,Other,General,unknown,2,low,Software Developer,Standard queue,0.47955819614650264
JDT-11703,19/03/2002,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.46057451541048594
PDE-477662,17/09/2015,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.5048278480296441
ORION-346286,18/05/2011,ORION,Git,unknown,1,low,Software Developer,Standard queue,0.4478996249653441
COMMUNITY-345799,13/05/2011,COMMUNITY,Proposals and Reviews,unknown,2,low,Software Developer,Standard queue,0.4382589423588348
Z_ARCHIVED-398829,22/01/2013,Z_ARCHIVED,VJET,unknown,2,low,Software Developer,Standard queue,0.46273555043587816
COMMUNITY-420218,23/10/2013,COMMUNITY,CI-Jenkins,unknown,2,low,Software Developer,Standard queue,0.47611016550399554
Z_ARCHIVED-59138,19/04/2004,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.7514369550052864
EFXCLIPSE-452545,20/11/2014,Other,Runtime,unknown,1,low,Software Developer,Standard queue,0.5121984456897118
WTP_SOURCE_EDITING-243537,08/08/2008,WTP_SOURCE_EDITING,wst.xsl,unknown,2,low,Software Developer,Standard queue,0.47127921557202557
JSDT-194664,27/06/2007,Other,General,unknown,2,low,Software Developer,Standard queue,0.5812925918462544
PLATFORM-30912,04/02/2003,PLATFORM,Resources,unknown,2,low,Software Developer,Standard queue,0.4541334871638494
ORION-490629,29/03/2016,ORION,JS Tools,unknown,2,low,Software Developer,Standard queue,0.8330173214101115
PAPYRUS-400146,06/02/2013,PAPYRUS,Core,unknown,2,low,Backend Developer,Standard queue,0.7468470551571037
Z_ARCHIVED-174410,16/02/2007,Z_ARCHIVED,TPTP.monitoring,unknown,2,low,Software Developer,Standard queue,0.44665304180008786
COMMUNITY-432774,14/04/2014,COMMUNITY,Git,unknown,3,low,Systems Developer,Same-day review,0.9177978356951123
PLATFORM-8235,23/01/2002,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.4855052138519426
GEMINI.NAMING-414746,09/08/2013,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4623804692689353
EQUINOX-489669,15/03/2016,EQUINOX,Framework,unknown,2,low,Software Developer,Standard queue,0.48423421992855076
Z_ARCHIVED-222068,10/03/2008,Z_ARCHIVED,Geclipse,unknown,2,low,Software Developer,Standard queue,0.46946133236535237
PTP-454063,03/12/2014,Other,Remote,unknown,2,low,Software Developer,Standard queue,0.5978783338380721
WTP_SERVERTOOLS-110920,28/09/2005,Other,jst.server,unknown,2,low,Backend Developer,Standard queue,0.851918332871171
Z_ARCHIVED-236737,11/06/2008,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.847278309928357
Z_ARCHIVED-288350,02/09/2009,Z_ARCHIVED,Dash Athena,unknown,1,low,Software Developer,Standard queue,0.49441447209723105
ASPECTJ-120521,13/12/2005,Other,Compiler,unknown,2,low,Systems Developer,Standard queue,0.539357675410501
ECF-162163,25/10/2006,Other,ecf.core,unknown,2,low,Backend Developer,Standard queue,0.505396296860334
BIRT-188214,22/05/2007,BIRT,Report,unknown,2,low,Software Developer,Standard queue,0.4799949145084105
EQUINOX-254249,05/11/2008,EQUINOX,Framework,unknown,2,low,Software Developer,Standard queue,0.4579975600272219
COMMUNITY-444307,16/09/2014,COMMUNITY,CI-Jenkins,unknown,3,low,Systems Developer,Same-day review,0.7957195517795418
OOMPH-441769,14/08/2014,Other,P2 Management,unknown,2,low,Software Developer,Standard queue,0.600122348286434
PLATFORM-175172,22/02/2007,PLATFORM,Update  (deprecated - use RT>Equinox>p2),unknown,2,low,Software Developer,Standard queue,0.5390972773248423
Z_ARCHIVED-93714,04/05/2005,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.5430192580585371
PLATFORM-17076,22/05/2002,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.4764221138952638
SAPPHIRE-374451,15/03/2012,Other,ui,unknown,2,low,Frontend Developer,Standard queue,0.5507826276381098
SIRIUS-482993,25/11/2015,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4404759253161471
Z_ARCHIVED-90309,05/04/2005,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.726279403435975
PAPYRUS-293168,23/10/2009,PAPYRUS,Core,unknown,2,low,Backend Developer,Standard queue,0.6131855397880159
GMF-TOOLING-193580,20/06/2007,Other,Core,unknown,3,low,Backend Developer,Same-day review,0.7285795876100564
PDE-59488,21/04/2004,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.4719238973170259
Z_ARCHIVED-122841,05/01/2006,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.43750150894071177
ECLIPSELINK-249948,07/10/2008,ECLIPSELINK,JPA,unknown,2,low,Software Developer,Standard queue,0.45417276988009836
PLATFORM-61948,12/05/2004,PLATFORM,Update  (deprecated - use RT>Equinox>p2),unknown,2,low,Software Developer,Standard queue,0.4586311215483084
JDT-13741,13/04/2002,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.45837676240688546
PDE-194529,26/06/2007,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.4857044935738676
MYLYN-150683,14/07/2006,MYLYN,Core,unknown,3,low,Backend Developer,Same-day review,0.4577471155057954
PLATFORM-184666,30/04/2007,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.4587569606211526
PLATFORM-417256,14/09/2013,PLATFORM,Resources,unknown,2,low,Software Developer,Standard queue,0.80454875590271
WINDOWBUILDER-406621,26/04/2013,Other,RCP,unknown,2,low,Software Developer,Standard queue,0.4467195494355186
COMMUNITY-438405,27/06/2014,COMMUNITY,Website,unknown,2,low,Software Developer,Standard queue,0.5493342556469774
PLATFORM-131206,09/03/2006,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.4327340824331196
Z_ARCHIVED-70802,26/07/2004,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.4461593441377579
GMF-TOOLING-259488,22/12/2008,Other,Samples,unknown,3,low,Systems Developer,Same-day review,0.7538593329677495
PLATFORM-78444,11/11/2004,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.6437452423935189
MYLYN-194468,26/06/2007,MYLYN,Bugzilla,unknown,2,low,Software Developer,Standard queue,0.47323902553047237
DALI_JPA_TOOLS-374370,15/03/2012,Other,Framework,unknown,2,low,Software Developer,Standard queue,0.8175179078078092
ORION-426413,23/01/2014,ORION,Git,unknown,3,low,Systems Developer,Same-day review,0.437209737965895
PLATFORM-125449,27/01/2006,PLATFORM,Text,unknown,1,low,Software Developer,Standard queue,0.4669077061239177
Z_ARCHIVED-95821,18/05/2005,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.653407783970388
ORION-381446,01/06/2012,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.5155563443232958
EMF-396383,12/12/2012,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.47465133546105137
ECP-412185,03/07/2013,Other,Common,unknown,2,low,Software Developer,Standard queue,0.470812757023909
EFXCLIPSE-424281,17/12/2013,Other,Tooling,unknown,2,low,Software Developer,Standard queue,0.6658649614191746
CDT-87546,09/03/2005,CDT,cdt-debug,unknown,2,low,Software Developer,Standard queue,0.4810030542510887
JTS-528644,02/03/2017,Other,Servers,unknown,2,low,Backend Developer,Standard queue,0.4770818910374153
EMF-463627,31/03/2015,Other,Xcore,unknown,1,low,Backend Developer,Standard queue,0.5525716773779243
Z_ARCHIVED-164638,15/11/2006,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.7079255978876143
Z_ARCHIVED-111510,04/10/2005,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.7066826976891127
LINUX_TOOLS-343760,25/04/2011,LINUX_TOOLS,eclipse-build,unknown,3,low,DevOps Engineer,Same-day review,0.8660337318649053
ECP-394412,15/11/2012,Other,Navigator,unknown,2,low,Software Developer,Standard queue,0.8746491099729641
GMF-RUNTIME-129178,23/02/2006,Other,General,unknown,3,low,Software Developer,Same-day review,0.48036969790470563
ORION-401557,22/02/2013,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.6693557846952125
CDT-47595,26/11/2003,CDT,cdt-debug,unknown,2,low,Software Developer,Standard queue,0.4405781479160802
ECORETOOLS-294090,03/11/2009,Other,General,unknown,3,low,Software Developer,Same-day review,0.48579235493223505
NATTABLE-507134,07/11/2016,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.6978785332201944
BIRT-233755,23/05/2008,BIRT,Report Engine,unknown,3,low,Systems Developer,Same-day review,0.5734000057804293
PAPYRUS-343384,20/04/2011,PAPYRUS,Core,unknown,2,low,Backend Developer,Standard queue,0.4674344464958157
WINDOWBUILDER-493568,12/05/2016,Other,RCP,unknown,2,low,Software Developer,Standard queue,0.5470759024926618
TARGET_MANAGEMENT-175310,23/02/2007,Other,Terminal,unknown,1,low,Software Developer,Standard queue,0.47500856499281263
JDT-137244,18/04/2006,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.4926340912952156
Z_ARCHIVED-483544,03/12/2015,Z_ARCHIVED,Paho,unknown,2,low,Software Developer,Standard queue,0.589018588956909
GMF-RUNTIME-206047,11/10/2007,Other,General,unknown,2,low,Software Developer,Standard queue,0.4815149336331403
COMMUNITY-233321,21/05/2008,COMMUNITY,Articles,unknown,2,low,Software Developer,Standard queue,0.48331500208993694
CDT-60295,28/04/2004,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.4854174694587095
PDE-171836,26/01/2007,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.6388310808374769
ECP-457477,14/01/2015,Other,EMF Forms,unknown,2,low,Software Developer,Standard queue,0.5658263796083949
